Drug		Fingerprint0	Fingerprint1	Fingerprint2	Fingerprint3	Fingerprint4	Fingerprint5	Fingerprint6	Fingerprint7	Fingerprint8	Fingerprint9	Fingerprint10	Fingerprint11	Fingerprint12	Fingerprint13	Fingerprint14	Fingerprint15	Fingerprint16	Fingerprint17	Fingerprint18	Fingerprint19	Fingerprint20	Fingerprint21	Fingerprint22	Fingerprint23	Fingerprint24	Fingerprint25	Fingerprint26	Fingerprint27	Fingerprint28	Fingerprint29	Fingerprint30	Fingerprint31	Fingerprint32	Fingerprint33	Fingerprint34	Fingerprint35	Fingerprint36	Fingerprint37	Fingerprint38	Fingerprint39	Fingerprint40	Fingerprint41	Fingerprint42	Fingerprint43	Fingerprint44	Fingerprint45	Fingerprint46	Fingerprint47	Fingerprint48	Fingerprint49	Fingerprint50	Fingerprint51	Fingerprint52	Fingerprint53	Fingerprint54	Fingerprint55	Fingerprint56	Fingerprint57	Fingerprint58	Fingerprint59	Fingerprint60	Fingerprint61	Fingerprint62	Fingerprint63	Fingerprint64	Fingerprint65	Fingerprint66	Fingerprint67	Fingerprint68	Fingerprint69	Fingerprint70	Fingerprint71	Fingerprint72	Fingerprint73	Fingerprint74	Fingerprint75	Fingerprint76	Fingerprint77	Fingerprint78	Fingerprint79	Fingerprint80	Fingerprint81	Fingerprint82	Fingerprint83	Fingerprint84	Fingerprint85	Fingerprint86	Fingerprint87	Fingerprint88	Fingerprint89	Fingerprint90	Fingerprint91	Fingerprint92	Fingerprint93	Fingerprint94	Fingerprint95	Fingerprint96	Fingerprint97	Fingerprint98	Fingerprint99	Fingerprint100	Fingerprint101	Fingerprint102	Fingerprint103	Fingerprint104	Fingerprint105	Fingerprint106	Fingerprint107	Fingerprint108	Fingerprint109	Fingerprint110	Fingerprint111	Fingerprint112	Fingerprint113	Fingerprint114	Fingerprint115	Fingerprint116	Fingerprint117	Fingerprint118	Fingerprint119	Fingerprint120	Fingerprint121	Fingerprint122	Fingerprint123	Fingerprint124	Fingerprint125	Fingerprint126	Fingerprint127	Fingerprint128	Fingerprint129	Fingerprint130	Fingerprint131	Fingerprint132	Fingerprint133	Fingerprint134	Fingerprint135	Fingerprint136	Fingerprint137	Fingerprint138	Fingerprint139	Fingerprint140	Fingerprint141	Fingerprint142	Fingerprint143	Fingerprint144	Fingerprint145	Fingerprint146	Fingerprint147	Fingerprint148	Fingerprint149	Fingerprint150	Fingerprint151	Fingerprint152	Fingerprint153	Fingerprint154	Fingerprint155	Fingerprint156	Fingerprint157	Fingerprint158	Fingerprint159	Fingerprint160	Fingerprint161	Fingerprint162	Fingerprint163	Fingerprint164	Fingerprint165
DB08428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
DB01958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	1
DB01959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
DB01488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1
DB01489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1
DB01954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
DB01955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0
DB01956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0
DB01957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1
DB01950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DB01951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DB01952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	1
DB01953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1
DB08768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1
DB08764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
DB08765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1
DB08766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
DB08767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
DB08760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	1
DB08761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
DB08762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DB08763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
DB00579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1
